Pos,ID,Name,BV,SV,Team,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
D,316,Robinson,4.9,4.9,Fulham,20,0.82,27,1.02,27,1.45,31,0.90,33,1.61,33,0.86,38,1.04,35,1.79,33,1.32,34,1.31,0.00
D,317,Andersen,4.5,4.5,Fulham,94,4.39,91,3.81,88,4.84,89,2.82,87,4.61,85,2.35,87,2.61,87,4.51,86,3.66,86,3.54,0.78
D,318,Bassey,4.4,4.4,Fulham,88,3.48,85,2.80,81,4.00,84,1.92,77,3.27,73,1.67,80,1.80,74,3.28,73,2.63,74,2.56,0.00
D,319,Castagne,4.3,4.3,Fulham,12,0.52,17,0.64,20,1.03,25,0.73,27,1.35,28,0.74,31,0.86,29,1.44,29,1.14,29,1.16,0.00
D,320,Diop,4.3,4.3,Fulham,2,0.06,7,0.20,5,0.16,19,0.49,15,0.63,12,0.25,24,0.63,11,0.40,12,0.36,13,0.43,0.00
D,321,J.Cuenca,4.3,4.3,Fulham,25,1.09,40,1.53,27,1.38,62,1.85,49,2.41,41,1.08,61,1.75,40,1.98,39,1.54,40,1.57,0.00
D,322,Tete,4.5,4.5,Fulham,85,4.08,81,3.21,77,4.51,75,2.28,70,3.70,68,1.89,68,1.97,70,3.71,67,2.86,68,2.77,0.00
D,323,Amissah,3.8,3.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,324,Iwobi,6.3,6.3,Fulham,87,4.09,84,3.42,81,4.24,81,3.04,79,4.44,75,2.20,77,2.62,76,4.22,78,3.04,77,3.47,0.00
M,325,Smith Rowe,5.6,5.6,Fulham,66,3.34,57,2.56,64,3.65,41,1.77,52,3.17,58,1.79,42,1.61,56,3.35,58,2.46,56,2.74,0.00
M,326,Adama,5.1,5.1,West Ham,14,0.68,14,0.69,17,0.86,21,1.25,20,1.22,22,1.00,21,1.00,23,1.23,22,0.87,23,1.26,0.00
M,327,Andreas,5.3,5.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,328,Sessegnon,5.4,5.4,Fulham,76,3.27,69,2.82,68,3.13,67,2.58,63,3.50,62,1.66,61,2.21,59,3.06,61,2.30,61,2.62,0.00
M,329,Wilson,6.0,6.0,Fulham,80,4.58,77,3.66,75,4.91,71,3.06,70,4.60,71,2.45,67,2.53,68,4.63,68,3.24,67,3.69,0.31
M,330,Berge,4.9,4.9,Fulham,56,2.05,52,1.80,60,2.35,43,1.41,53,2.42,56,1.25,47,1.46,56,2.37,56,1.71,56,1.93,0.00
M,331,Cairney,4.8,4.8,Fulham,9,0.49,10,0.48,13,0.65,12,0.51,14,0.83,17,0.52,16,0.65,18,1.05,19,0.79,18,0.84,0.00
M,332,Lukić,4.9,4.9,Fulham,54,2.27,55,2.14,54,2.54,54,1.95,55,2.95,56,1.47,52,1.76,56,2.79,57,2.05,57,2.35,0.00
M,333,Godo,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,334,Harris,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,335,King,4.4,4.4,Fulham,9,0.51,10,0.52,15,0.84,11,0.49,15,0.92,18,0.57,13,0.53,19,1.14,18,0.77,19,0.94,0.01
M,336,Reed,4.3,4.3,Fulham,2,0.18,3,0.20,4,0.26,4,0.24,5,0.40,5,0.19,6,0.30,7,0.42,6,0.29,5,0.30,0.00
F,337,Raúl,6.1,6.1,Fulham,68,3.91,64,3.07,63,4.06,61,2.73,60,3.96,58,1.99,56,2.22,58,3.94,57,2.68,56,3.05,0.01
F,338,Muniz,5.3,5.3,Fulham,24,1.49,28,1.46,29,1.91,29,1.47,31,2.20,32,1.17,34,1.44,32,2.24,33,1.60,34,1.95,0.00
G,339,Meslier,4.1,4.1,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,340,Cairns,3.9,3.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,341,Darlow,3.9,3.9,Leeds,94,3.89,93,3.25,91,3.29,90,2.76,90,4.90,87,1.78,86,3.65,87,3.49,88,2.69,87,3.05,0.01
D,342,Bogle,4.4,4.4,Leeds,90,4.50,88,3.20,83,3.41,84,2.22,80,5.44,81,1.74,79,4.45,78,3.46,77,2.72,78,2.92,0.00
D,343,Struijk,4.3,4.3,Leeds,92,4.19,87,3.11,84,3.19,82,2.32,81,5.19,79,1.67,79,4.05,79,3.38,75,2.62,78,2.90,0.00
D,344,Bijol,3.9,3.9,Leeds,49,2.29,49,1.81,53,2.01,55,1.51,54,3.29,56,1.15,56,2.77,56,2.33,58,1.88,55,1.99,0.00
D,345,Bornauw,3.8,3.8,Leeds,19,0.80,14,0.48,18,0.69,21,0.58,23,1.34,27,0.55,25,1.16,26,1.08,27,0.90,29,1.03,0.00
D,346,Byram,3.8,3.8,Leeds,5,0.25,5,0.22,7,0.31,7,0.25,9,0.53,9,0.21,9,0.41,10,0.45,11,0.40,9,0.35,0.00
D,347,Gudmundsson,3.8,3.8,Leeds,90,4.76,85,3.25,83,3.54,79,2.27,79,5.61,78,1.75,77,4.48,76,3.50,78,2.86,76,2.98,0.06
D,348,Rodon,3.9,3.9,Leeds,67,3.05,90,3.26,88,3.22,86,2.30,86,5.00,84,1.70,86,4.07,84,3.31,82,2.53,83,3.02,0.13
D,349,Schmidt,4.0,4.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,350,Aaronson,5.4,5.4,Leeds,61,3.42,57,2.71,53,2.77,53,2.29,52,4.15,51,1.54,52,3.16,51,3.00,53,2.31,50,2.51,0.00
M,351,Gnonto,5.2,5.2,Leeds,8,0.56,7,0.47,8,0.51,9,0.50,10,0.94,10,0.37,11,0.76,11,0.76,12,0.60,11,0.63,0.00
M,352,Harrison,5.1,5.1,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,353,James,5.2,5.2,Leeds,24,1.48,26,1.38,28,1.59,26,1.28,25,2.21,27,0.91,25,1.70,25,1.64,28,1.33,25,1.39,0.00
M,354,Ampadu,4.9,4.9,Leeds,91,3.73,88,3.37,86,3.41,82,2.97,78,4.45,76,1.84,76,3.33,81,3.67,80,2.61,79,3.08,0.00
M,355,Greenwood,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,356,Gruev,4.7,4.7,Leeds,66,2.45,56,1.92,54,1.96,54,1.75,56,2.88,54,1.20,54,2.18,54,2.23,53,1.61,55,1.90,0.00
M,357,Ramazani,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,358,Tanaka,4.8,4.8,Leeds,4,0.24,5,0.24,5,0.28,7,0.31,8,0.51,9,0.24,9,0.43,8,0.43,9,0.34,8,0.37,0.00
M,359,Crew,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,360,Gelhardt,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,361,Gyabi,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,362,Piroe,4.9,4.9,Leeds,4,0.35,5,0.38,5,0.38,5,0.36,6,0.67,7,0.30,7,0.53,7,0.56,8,0.45,7,0.48,0.00
F,363,Bamford,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,364,Mateo Joseph,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,365,Nmecha,5.0,5.0,Leeds,28,1.92,32,1.84,29,1.80,31,1.67,29,2.82,32,1.17,31,2.29,32,2.23,32,1.71,31,1.82,0.00
G,366,A.Becker,5.4,5.4,Liverpool,93,3.95,90,3.64,88,3.28,84,3.46,83,4.71,84,1.82,82,2.93,82,3.85,80,2.22,80,3.18,0.01
G,367,Mamardashvili,4.1,4.1,Liverpool,2,0.09,5,0.22,7,0.26,10,0.41,11,0.61,11,0.23,12,0.42,13,0.57,15,0.39,14,0.56,0.00
G,368,Pécsi,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,369,Woodman,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,370,Frimpong,5.7,5.7,Liverpool,62,3.25,76,3.82,75,3.04,72,3.64,70,4.51,70,1.81,69,2.38,67,3.48,67,1.99,66,3.07,0.00
D,371,Kerkez,5.6,5.6,Liverpool,76,3.85,73,3.61,69,2.75,68,3.35,67,4.32,63,1.61,64,2.16,63,3.21,62,1.79,63,2.87,0.00
D,372,Robertson,5.7,5.7,Liverpool,18,0.86,20,1.01,24,1.00,25,1.21,25,1.61,28,0.74,28,1.05,28,1.51,30,0.92,29,1.36,0.00
D,373,Virgil,6.1,6.0,Liverpool,94,4.89,90,4.41,88,3.80,85,4.22,85,5.75,86,2.19,83,3.14,85,4.57,84,2.63,84,3.92,0.72
D,374,Konaté,5.5,5.5,Liverpool,87,4.26,84,3.92,80,3.31,77,3.72,78,4.96,75,1.88,75,2.73,73,3.74,74,2.21,74,3.27,0.00
D,375,Bradley,4.9,4.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,376,Gomez,4.9,4.9,Liverpool,32,1.54,26,1.18,31,1.21,33,1.53,33,2.02,36,0.85,37,1.29,38,1.92,38,1.09,38,1.66,0.00
D,377,Tsimikas,4.8,4.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,378,Nallo,3.7,3.7,Liverpool,0,0.00,0,0.00,1,0.04,2,0.07,2,0.09,3,0.05,3,0.08,3,0.12,3,0.07,3,0.12,0.00
D,379,R.Williams,3.7,3.7,Liverpool,0,0.00,1,0.05,2,0.05,3,0.11,3,0.12,3,0.06,4,0.10,4,0.15,4,0.09,4,0.12,0.00
D,380,Ramsay,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00,1,0.05,0,0.00,0,0.00,1,0.04,1,0.07,2,0.05,2,0.07,0.00
M,381,M.Salah,14.0,14.0,Liverpool,84,6.83,77,6.68,74,4.96,71,5.75,66,6.59,62,2.60,63,4.06,62,5.57,62,3.12,61,4.77,0.06
M,382,Wirtz,8.3,8.3,Liverpool,9,0.58,59,3.99,76,4.08,74,4.69,71,5.53,71,2.31,70,3.57,69,4.85,69,2.77,69,4.16,0.01
M,383,Luis Díaz,8.0,8.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,384,Gakpo,7.3,7.3,Liverpool,80,5.33,66,4.61,62,3.54,57,3.73,53,4.41,52,1.76,50,2.66,53,3.89,51,2.17,52,3.27,0.01
M,385,Chiesa,6.3,6.3,Liverpool,15,1.04,12,0.86,12,0.71,10,0.66,7,0.72,7,0.29,8,0.51,8,0.73,8,0.42,8,0.57,0.00
M,386,Mac Allister,6.2,6.2,Liverpool,82,4.07,78,3.89,79,3.33,76,3.65,76,4.77,74,1.80,72,2.99,73,4.07,74,2.34,74,3.45,0.00
M,387,Szoboszlai,6.8,6.8,Liverpool,88,5.29,82,5.12,79,4.11,77,4.50,75,5.64,76,2.29,74,3.54,73,4.89,73,2.78,73,4.14,0.43
M,388,C.Jones,5.4,5.4,Liverpool,26,1.36,26,1.34,26,1.20,30,1.48,29,1.88,33,0.82,33,1.44,33,1.84,31,1.05,33,1.57,0.00
M,389,Elliott,5.1,5.1,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,390,Gravenberch,5.5,5.5,Liverpool,86,3.72,82,3.54,80,3.04,77,3.24,77,4.32,75,1.61,74,2.77,76,3.75,78,2.22,76,3.09,0.00
M,391,Gannon-Doak,4.8,4.8,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,392,Endo,4.9,4.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,393,Bajcetic,4.3,4.3,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,394,McConnell,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,395,Morton,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,396,Nyoni,4.3,4.3,Liverpool,2,0.13,2,0.16,3,0.17,4,0.23,4,0.30,4,0.14,5,0.25,5,0.33,5,0.19,5,0.27,0.00
F,397,Darwin,6.5,6.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,398,Danns,4.3,4.3,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,399,Ederson M.,5.3,5.3,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,400,Ortega Moreno,4.7,4.7,Nott'm Forest,58,1.75,12,0.46,15,0.51,17,0.60,17,0.99,21,0.49,20,0.59,23,0.83,24,0.75,24,0.87,0.00
G,401,Bettinelli,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,402,Aït-Nouri,5.7,5.7,Man City,79,4.34,72,3.57,70,0.39,69,2.92,67,5.64,67,2.33,64,3.53,64,5.82,65,2.27,65,3.38,0.00
D,403,Gvardiol,5.9,5.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,404,Akanji,5.4,5.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,405,Aké,5.2,5.2,Man City,12,0.51,14,0.61,18,0.09,20,0.81,23,1.73,25,0.75,25,1.21,25,2.01,26,0.84,24,1.10,0.00
D,406,Khusanov,5.4,5.4,Man City,17,0.70,22,0.88,24,0.11,26,0.97,29,2.11,32,0.89,31,1.43,32,2.36,32,0.93,29,1.25,0.00
D,407,Matheus N.,5.4,5.4,Man City,86,4.25,81,3.68,79,0.39,74,2.84,71,5.50,67,2.12,69,3.51,68,5.67,66,2.07,70,3.30,0.00
D,408,Rúben,5.5,5.5,Man City,82,3.86,77,3.31,74,0.35,71,2.61,67,4.88,66,1.94,66,3.17,64,4.87,63,1.87,65,2.80,0.00
D,409,Stones,5.4,5.4,Man City,8,0.34,10,0.40,14,0.06,16,0.59,18,1.31,20,0.56,19,0.90,20,1.50,21,0.63,20,0.86,0.00
D,410,Lewis,4.6,4.6,Man City,5,0.20,6,0.24,9,0.04,10,0.37,11,0.82,13,0.36,13,0.59,15,1.15,14,0.41,13,0.56,0.00
D,411,O'Reilly,5.1,5.1,Man City,56,3.08,72,3.56,70,0.41,71,2.95,71,5.89,68,2.41,69,3.82,66,6.20,68,2.40,69,3.60,0.09
D,412,Vitor Reis,5.0,5.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,413,Marmoush,8.3,8.3,Man City,60,4.76,50,3.57,52,0.40,53,3.44,52,6.07,52,2.53,51,3.85,52,6.74,54,2.88,52,3.94,0.00
M,414,Foden,8.1,8.1,Man City,35,2.39,32,2.10,35,0.24,34,2.08,37,3.89,37,1.58,37,2.54,38,4.46,38,1.81,38,2.53,0.00
M,415,Savinho,6.9,6.9,Man City,10,0.69,11,0.70,12,0.08,14,0.85,17,1.73,18,0.74,19,1.26,18,2.10,19,0.87,20,1.31,0.00
M,416,Bernardo,6.2,6.2,Man City,76,3.46,70,3.04,69,0.32,68,2.83,63,4.54,62,1.78,63,2.84,67,5.22,68,2.22,68,3.08,0.00
M,417,Cherki,6.4,6.4,Man City,50,3.38,47,2.97,44,0.31,47,2.74,46,4.80,47,2.03,46,3.08,47,5.44,44,2.08,47,3.06,0.00
M,418,Doku,6.4,6.4,Man City,28,1.74,34,1.91,34,0.20,34,1.86,34,3.16,33,1.21,33,1.97,32,3.37,33,1.41,32,1.91,0.00
M,419,Grealish,6.3,6.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,420,Gündoğan,6.3,6.3,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,421,Rodrigo,6.3,6.3,Man City,81,3.90,76,3.50,74,0.35,74,3.29,71,5.46,71,2.08,70,3.45,71,5.84,69,2.40,69,3.19,0.00
M,422,Kovačić,5.8,5.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,423,N.Gonzalez,5.9,5.9,Man City,13,0.57,15,0.65,17,0.08,17,0.70,21,1.54,24,0.62,24,1.08,23,1.75,23,0.74,22,0.95,0.00
M,424,Bobb,5.1,5.1,Fulham,21,1.11,25,1.18,28,1.56,26,1.17,30,1.85,35,1.05,31,1.21,35,2.03,33,1.34,36,1.71,0.00
M,425,Echeverri,5.4,5.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,426,McAtee,5.0,5.0,Nott'm Forest,11,0.54,13,0.75,14,0.79,15,0.84,17,1.42,19,0.63,19,0.92,21,1.15,19,0.94,20,1.20,0.00
M,427,Reijnders,5.0,5.0,Man City,20,1.25,20,1.23,22,0.14,22,1.29,27,2.67,30,1.22,30,1.86,29,3.12,31,1.39,27,1.68,0.00
M,428,Nypan,5.0,5.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.07,0,0.00,0,0.00,1,0.18,0,0.00,1,0.09,0.00
M,429,Phillips,4.7,4.7,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,430,Haaland,14.8,14.8,Man City,65,5.18,82,5.88,79,0.60,78,5.06,75,8.45,73,3.54,73,5.38,74,9.56,72,3.87,72,5.37,0.94
G,431,Bayindir,4.7,4.7,Man Utd,0,0.00,2,0.07,3,0.10,3,0.12,3,0.15,4,0.10,4,0.14,5,0.19,3,0.14,4,0.15,0.00
G,432,Onana,4.9,4.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,433,Harrison,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,434,Heaton,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,435,Mee,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,436,De Ligt,4.9,4.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,437,Martinez,4.8,4.8,Man Utd,47,1.58,84,3.35,81,2.90,79,3.49,77,3.23,77,2.22,75,2.57,73,3.22,73,3.26,74,2.75,0.00
D,438,Mazraoui,4.9,4.9,Man Utd,11,0.43,18,0.81,21,0.92,22,1.11,24,1.24,26,0.88,29,1.20,26,1.29,28,1.36,28,1.20,0.00
D,439,D.Leon,4.2,4.2,Man Utd,0,0.00,1,0.05,1,0.05,2,0.09,2,0.11,2,0.07,2,0.08,2,0.10,3,0.12,3,0.13,0.00
D,440,Dalot,4.6,4.6,Man Utd,89,3.10,87,3.73,83,3.26,82,4.00,81,3.56,80,2.57,78,2.90,79,3.71,79,3.81,78,3.03,0.01
D,441,Dorgu,4.2,4.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.03
D,442,Maguire,4.4,4.4,Man Utd,79,2.92,68,3.04,67,2.72,65,3.13,64,3.06,63,1.99,60,2.32,62,2.95,62,2.97,58,2.37,0.01
D,443,Shaw,4.5,4.5,Man Utd,88,2.69,82,3.23,81,2.79,79,3.51,78,3.05,74,2.15,73,2.44,75,3.25,73,3.23,72,2.50,0.00
D,444,Yoro,4.1,4.1,Man Utd,48,1.73,30,1.25,32,1.22,35,1.57,36,1.66,37,1.10,39,1.45,39,1.77,39,1.75,41,1.62,0.00
D,445,Amass,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,446,Fredricson,3.8,3.8,Man Utd,2,0.06,2,0.05,2,0.05,2,0.08,2,0.08,3,0.06,4,0.10,3,0.11,4,0.11,4,0.10,0.00
D,447,Heaven,3.7,3.7,Man Utd,13,0.46,6,0.25,9,0.33,10,0.38,11,0.50,12,0.33,13,0.48,14,0.57,13,0.56,14,0.52,0.00
D,448,Malacia,3.8,3.8,Man Utd,2,0.06,2,0.10,3,0.11,5,0.20,5,0.21,6,0.17,6,0.20,5,0.23,6,0.25,6,0.21,0.00
M,449,B.Fernandes,9.9,9.5,Man Utd,92,5.67,90,6.40,87,5.94,87,6.79,86,6.79,86,4.51,85,5.64,83,5.84,84,6.24,84,5.47,0.99
M,450,Cunha,8.0,8.0,Man Utd,75,4.13,73,4.49,70,4.23,71,4.71,70,4.83,68,3.08,69,4.00,68,4.08,69,4.46,67,3.81,0.01
M,451,Rashford,7.0,7.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,452,Amad,6.2,6.2,Man Utd,52,2.69,63,3.56,64,3.47,63,3.72,63,3.96,64,2.63,62,3.20,63,3.37,61,3.54,60,3.07,0.00
M,453,Garnacho,6.4,6.4,Chelsea,33,1.86,45,2.82,47,2.62,49,2.52,51,4.14,52,1.54,54,3.32,52,3.39,53,2.63,51,2.96,0.00
M,454,Antony,5.9,5.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,455,Mount,5.9,5.9,Man Utd,4,0.22,19,1.11,23,1.32,25,1.47,26,1.73,29,1.16,28,1.49,29,1.57,31,1.75,29,1.49,0.00
M,456,Sancho,5.8,5.8,Aston Villa,55,2.62,0,0.00,43,2.39,33,1.65,31,2.31,29,0.98,32,1.85,33,2.31,34,1.23,32,1.41,0.00
M,457,Casemiro,5.6,5.6,Man Utd,89,4.03,86,4.21,81,3.95,80,4.12,80,4.62,76,2.70,77,3.54,78,3.68,75,3.87,79,3.64,0.00
M,458,Mainoo,4.6,4.6,Man Utd,85,2.99,80,3.10,78,2.97,78,3.12,75,3.44,74,2.07,75,2.72,73,2.80,73,2.90,75,2.75,0.00
M,459,Ugarte,4.7,4.7,Man Utd,8,0.39,7,0.39,11,0.46,11,0.48,11,0.59,13,0.40,12,0.47,12,0.51,13,0.53,11,0.45,0.00
M,460,Collyer,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,461,Fitzgerald,4.3,4.3,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,462,J.Fletcher,4.3,4.3,Man Utd,3,0.20,2,0.18,3,0.24,4,0.27,4,0.36,6,0.25,6,0.37,6,0.34,7,0.38,6,0.35,0.00
M,463,Kone,4.3,4.3,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,464,Moorhouse,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,465,Højlund,6.3,6.3,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,466,Zirkzee,5.8,5.8,Man Utd,13,0.72,12,0.73,14,0.85,15,0.97,17,1.22,20,0.90,19,1.14,21,1.23,19,1.21,18,1.09,0.00
F,467,Obi,4.2,4.2,Man Utd,2,0.15,2,0.20,2,0.22,3,0.26,3,0.31,4,0.23,4,0.31,4,0.34,3,0.30,4,0.28,0.03
F,468,Wheatley,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,469,Pope,5.1,5.1,Newcastle,94,3.22,93,2.87,91,3.82,91,3.29,91,5.32,89,0.75,89,3.31,88,3.62,88,2.83,88,3.11,0.01
G,470,Dúbravka,4.0,4.0,Burnley,94,3.12,93,3.13,93,2.93,92,3.12,92,3.56,90,1.58,91,3.02,90,4.36,89,1.44,91,3.56,0.88
G,471,Gillespie,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,472,Odysseas,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,473,Hall,5.3,5.3,Newcastle,84,3.25,82,2.58,76,4.26,74,3.23,71,4.84,69,0.55,68,3.28,68,3.45,68,2.94,68,2.94,0.12
D,474,Schär,5.2,5.2,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,18,1.21,30,0.27,37,1.71,37,1.90,37,1.52,38,1.64,0.00
