Pos,ID,Name,BV,SV,Team,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,32_eo,33_eo,34_eo,35_eo,36_eo,37_eo,38_eo
F,720,Tolu,5.3,5.3,Wolves,40.35,40.35,40.35,40.35,40.35,40.35,40.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,721,Milosavljević,4.4,4.4,Bournemouth,5.55,11.10,0.00,5.55,5.55,5.55,5.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,722,Florentino,5.0,5.0,Burnley,72.60,52.50,0.00,23.25,23.25,23.25,23.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,723,Canvot,4.5,4.5,Crystal Palace,69.60,69.60,69.60,69.60,80.70,69.60,69.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,724,Geertruida,4.5,4.5,Sunderland,28.05,12.75,12.75,12.75,12.75,12.75,12.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,725,Hincapie,5.1,5.1,Arsenal,0.00,0.00,73.95,73.95,73.95,73.95,73.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,726,Kolo Muani,6.9,6.9,Spurs,36.90,36.90,36.90,36.90,36.90,36.90,36.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,727,Chukwueze,5.3,5.3,Fulham,56.40,56.40,56.40,56.40,56.40,56.40,56.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,728,Röhl,5.0,5.0,Everton,15.45,15.45,15.45,15.45,15.45,15.45,15.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,730,Brobbey,5.3,5.3,Sunderland,79.35,79.35,79.35,79.35,79.35,79.35,79.35,0.01,0.00,0.00,0.00,0.00,0.00,0.00
M,731,Kevin,5.8,5.8,Fulham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,732,Uche,5.5,5.5,Crystal Palace,5.70,5.70,5.70,5.70,11.40,5.70,5.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,733,Lammens,5.1,5.1,Man Utd,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.00,0.00,0.00,0.00,0.02,0.02,0.00
M,734,Bakwa,5.9,5.9,Nott'm Forest,11.85,11.85,11.85,11.85,11.85,11.85,11.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,735,Traoré,5.5,5.5,Sunderland,0.00,13.95,13.95,13.95,13.95,13.95,13.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,736,Donnarumma,5.6,5.6,Man City,88.20,177.30,0.00,88.20,177.30,88.20,88.20,0.01,0.02,0.00,0.00,0.00,0.00,0.00
F,737,Kusi-Asare,4.5,4.5,Fulham,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,738,Fabianski,4.5,4.5,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,742,McAidoo,4.5,4.5,Man City,0.30,0.60,0.00,0.30,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,743,Emenalo,4.5,4.5,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,744,Oriola,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,745,Byfield,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,746,Morrison,4.5,4.5,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,747,Mayers,4.0,4.0,West Ham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,748,Dasilva,4.9,4.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,749,Mané,4.4,4.4,Wolves,81.30,81.30,81.30,81.30,81.30,81.30,81.30,0.02,0.01,0.02,0.01,0.00,0.00,0.00
D,750,Rowswell,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,752,Golambeckis,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,753,Ruddy,4.0,4.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,754,George Hemmings,4.5,4.5,Aston Villa,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,755,Lacey,4.5,4.5,Man Utd,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,756,DaCosta,4.5,4.5,Bournemouth,0.30,0.60,0.00,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,757,Hollingshead,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,758,Mohamadou Kanté,4.5,4.5,West Ham,6.00,6.00,6.00,6.00,6.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,759,Salmon,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,760,Lucky,4.0,4.0,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,761,Simmonds,4.0,4.0,Brighton,0.30,0.60,0.00,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,762,Drakes-Thomas,4.5,4.5,Crystal Palace,1.20,1.20,1.20,1.20,2.40,1.20,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,763,Gray,4.5,4.5,Man City,0.30,0.60,0.00,0.30,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,764,Heskey,4.5,4.5,Man City,0.30,0.60,0.00,0.30,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,765,Shahar,4.0,4.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,766,Olagunju,4.0,4.0,Wolves,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,767,Rawlings,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,768,Leon Routh,4.0,4.0,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,769,Bendito Mantato,4.5,4.5,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,770,Ridgeon,4.5,4.5,Fulham,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,771,Fletcher,4.4,4.4,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,772,Alabi,4.5,4.5,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,773,Benamar,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,774,Jenson Jones,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,776,Pimlott,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,778,Sutherland,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,779,Graham,4.5,4.5,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,780,Casey,4.5,4.5,Crystal Palace,0.30,0.30,0.30,0.30,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,781,Carroll,4.0,4.0,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,782,Forster,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,783,Groß,5.5,5.5,Brighton,85.35,170.70,0.00,85.35,85.35,85.35,85.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,784,Brierley,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,785,Pablo,5.4,5.4,West Ham,67.80,61.20,61.20,61.20,61.20,61.20,61.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,786,McNally,4.0,4.0,Fulham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,787,Chambers,4.4,4.4,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,788,Kukonki,4.0,4.0,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,789,Merrick,4.0,4.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,790,Williams-Barnett,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,791,Taty,5.5,5.5,West Ham,76.20,76.20,76.20,76.20,76.20,76.20,76.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,792,Alysson,5.0,5.0,Aston Villa,12.30,12.30,12.30,12.30,12.30,12.30,12.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,793,King,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,794,Alleyne,3.9,3.9,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,795,Howell,4.5,4.5,Brighton,3.75,7.50,0.00,3.75,3.75,3.75,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,796,Gallagher,5.1,5.1,Spurs,71.40,71.40,71.40,71.40,71.40,71.40,71.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,797,Furo,4.5,4.5,Brentford,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,799,Stevens,4.5,4.5,Bournemouth,0.30,0.60,0.00,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,800,Jocelin.T,5.0,5.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,801,Tóth.A,4.9,4.9,Bournemouth,11.40,22.80,0.00,11.40,11.40,11.40,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,802,Lamadrid,5.0,5.0,West Ham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,803,Sharman-Lowe,4.0,4.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,804,Souza,4.0,4.0,Spurs,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,805,Lucca,5.5,5.5,Nott'm Forest,24.30,24.30,24.30,24.30,24.30,24.30,24.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,806,Mandas,4.0,4.0,Bournemouth,0.90,1.80,0.00,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,807,Rayan,5.6,5.6,Bournemouth,71.40,133.20,0.00,68.10,68.10,68.10,68.10,0.01,0.00,0.00,0.00,0.01,0.00,0.00
F,808,Abraham,5.9,5.9,Aston Villa,25.50,25.50,25.50,25.50,25.50,25.50,25.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,809,Abbey,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,810,Bentt,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,811,Kyerematen,4.5,4.5,Spurs,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,812,Ellborg,4.0,4.0,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,813,Angulo,5.0,5.0,Sunderland,0.00,35.40,35.40,35.40,35.40,35.40,35.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,814,Netz,4.5,4.5,Nott'm Forest,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,815,Disasi,4.5,4.5,West Ham,82.95,82.95,82.95,82.95,82.95,82.95,82.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,816,Angel,4.7,4.7,Wolves,50.70,50.70,50.70,50.70,50.70,50.70,50.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,817,Armstrong,5.2,5.2,Wolves,67.95,67.95,67.95,67.95,67.95,67.95,67.95,0.00,0.00,0.00,0.00,0.01,0.00,0.00
F,818,Wilson,4.5,4.5,Spurs,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,819,Shield,4.0,4.0,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,820,McMahon-Brown,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,821,Whittaker,4.5,4.5,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,822,Jones,4.5,4.5,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,823,Stephenson,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,824,McManus,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,825,Herrick,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
