Pos,ID,Name,BV,SV,Team,30_xMins,31_xMins,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,30_eo,31_eo,32_eo,33_eo,34_eo,35_eo,36_eo,37_eo,38_eo
D,408,Rúben,5.5,5.5,Man City,80.25,0.00,80.25,160.50,0.00,80.25,156.75,80.25,80.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,409,Stones,5.4,5.4,Man City,3.00,0.00,3.00,6.00,0.00,3.00,6.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,410,Lewis,4.6,4.6,Man City,8.40,0.00,8.40,16.80,0.00,8.40,19.80,8.40,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,411,O'Reilly,5.1,5.1,Man City,77.25,0.00,77.25,154.50,0.00,77.25,146.85,77.25,77.25,0.10,0.00,0.07,0.07,0.00,0.07,0.07,0.07,0.07
M,413,Marmoush,8.3,8.3,Man City,40.80,0.00,40.80,81.60,0.00,40.80,68.70,40.80,40.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,414,Foden,8.1,8.1,Man City,18.00,0.00,18.00,36.00,0.00,18.00,39.60,18.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,415,Savinho,6.9,6.9,Man City,7.50,0.00,7.50,15.00,0.00,7.50,15.00,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,416,Bernardo,6.2,6.2,Man City,79.95,0.00,79.95,159.90,0.00,79.95,159.60,79.95,79.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,417,Cherki,6.4,6.4,Man City,40.20,0.00,40.20,80.40,0.00,40.20,100.50,40.20,40.20,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01
M,418,Doku,6.4,6.4,Man City,25.80,0.00,25.80,51.60,0.00,25.80,72.30,25.80,25.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,419,Grealish,6.3,6.3,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,421,Rodrigo,6.3,6.3,Man City,80.25,0.00,80.25,160.50,0.00,80.25,160.50,80.25,80.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,422,Kovačić,5.8,5.8,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,423,N.Gonzalez,5.9,5.9,Man City,16.50,0.00,16.50,33.00,0.00,16.50,35.70,16.50,16.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,424,Bobb,5.1,5.1,Fulham,42.90,42.90,25.95,25.95,25.95,25.95,25.95,25.95,25.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,426,McAtee,5.0,5.0,Nott'm Forest,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,427,Reijnders,5.0,5.0,Man City,22.20,0.00,22.20,44.40,0.00,22.20,50.70,22.20,22.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,428,Nypan,5.0,5.0,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,430,Haaland,14.7,14.7,Man City,82.50,0.00,82.50,165.00,0.00,82.50,165.00,82.50,82.50,1.59,0.00,1.43,1.43,0.00,1.43,1.43,1.43,1.43
G,431,Bayindir,4.7,4.7,Man Utd,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,434,Heaton,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,435,Mee,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,436,De Ligt,4.9,4.9,Man Utd,0.00,0.00,27.45,27.45,27.45,27.45,27.45,27.45,27.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,437,Martinez,4.8,4.8,Man Utd,0.00,0.00,83.70,83.70,83.70,83.70,83.70,83.70,83.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,438,Mazraoui,4.9,4.9,Man Utd,61.65,61.65,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,439,D.Leon,4.2,4.2,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,440,Dalot,4.6,4.6,Man Utd,84.75,84.75,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
D,441,Dorgu,4.2,4.2,Man Utd,0.00,0.00,56.70,56.70,56.70,56.70,56.70,56.70,56.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,442,Maguire,4.4,4.4,Man Utd,83.25,83.25,72.90,72.90,72.90,72.90,72.90,72.90,72.90,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,443,Shaw,4.5,4.5,Man Utd,62.40,62.40,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,444,Yoro,4.1,4.1,Man Utd,82.95,82.95,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,446,Fredricson,3.8,3.8,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,447,Heaven,3.7,3.7,Man Utd,11.40,11.40,6.90,6.90,6.90,6.90,6.90,6.90,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,448,Malacia,3.8,3.8,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,449,B.Fernandes,10.0,10.0,Man Utd,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,1.02,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
M,450,Cunha,8.0,8.0,Man Utd,69.90,69.90,48.60,48.60,48.60,48.60,48.60,48.60,48.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,452,Amad,6.2,6.2,Man Utd,52.05,52.05,69.00,69.00,69.00,69.00,69.00,69.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,453,Garnacho,6.4,6.4,Chelsea,33.90,33.90,29.40,58.80,0.00,29.40,29.40,29.40,29.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,455,Mount,5.9,5.9,Man Utd,9.60,9.60,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,456,Sancho,5.8,5.8,Aston Villa,0.00,67.20,38.40,38.40,38.40,38.40,38.40,38.40,38.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,457,Casemiro,5.6,5.6,Man Utd,83.25,83.25,81.60,81.60,81.60,81.60,81.60,81.60,81.60,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,458,Mainoo,4.6,4.6,Man Utd,81.75,81.75,78.60,78.60,78.60,78.60,78.60,78.60,78.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,459,Ugarte,4.7,4.7,Man Utd,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,461,Fitzgerald,4.3,4.3,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,462,J.Fletcher,4.3,4.3,Man Utd,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,466,Zirkzee,5.8,5.8,Man Utd,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,467,Obi,4.2,4.2,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,469,Pope,5.1,5.1,Newcastle,89.10,89.10,89.10,178.20,0.00,89.10,89.10,89.10,89.10,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01
G,470,Dúbravka,4.0,4.0,Burnley,89.10,89.10,89.10,178.20,0.00,89.10,89.10,89.10,89.10,0.01,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.04
G,471,Gillespie,3.9,3.9,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,473,Hall,5.3,5.3,Newcastle,76.80,76.80,73.20,146.40,0.00,73.20,73.20,73.20,73.20,0.01,0.02,0.02,0.02,0.00,0.02,0.02,0.02,0.02
D,474,Schär,5.2,5.2,Newcastle,0.00,0.00,16.80,33.60,0.00,16.80,16.80,16.80,16.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,475,Botman,4.9,4.9,Newcastle,30.75,30.75,23.25,46.50,0.00,23.25,23.25,23.25,23.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,476,Burn,5.0,5.0,Newcastle,84.45,84.45,84.45,168.90,0.00,84.45,84.45,84.45,84.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,477,Livramento,4.9,4.9,Newcastle,71.70,71.70,78.45,156.90,0.00,78.45,78.45,78.45,78.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,478,Trippier,4.9,4.9,Newcastle,29.85,29.85,17.40,34.80,0.00,17.40,17.40,17.40,17.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,479,Krafth,4.3,4.3,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,481,A.Murphy,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,483,Pivas,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,485,Gordon,7.2,7.2,Newcastle,76.05,76.05,76.05,152.10,0.00,76.05,76.05,76.05,76.05,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.04
M,486,Elanga,6.5,6.5,Newcastle,25.05,25.05,25.05,50.10,0.00,25.05,25.05,25.05,25.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,487,Barnes,6.1,6.1,Newcastle,68.40,68.40,68.40,136.80,0.00,68.40,68.40,68.40,68.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,488,Bruno G.,6.8,6.8,Newcastle,0.00,0.00,71.25,142.50,0.00,71.25,71.25,71.25,71.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,489,J.Murphy,5.9,5.9,Newcastle,28.35,28.35,28.35,56.70,0.00,28.35,28.35,28.35,28.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,490,Joelinton,5.9,5.9,Newcastle,63.45,63.45,37.80,75.60,0.00,37.80,37.80,37.80,37.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,491,Tonali,5.3,5.3,Newcastle,78.45,78.45,78.45,156.90,0.00,78.45,78.45,78.45,78.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,493,Longstaff,4.8,4.8,Leeds United,22.05,22.05,22.05,22.05,22.05,22.05,22.05,32.55,22.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,494,Willock,5.0,5.0,Newcastle,37.20,37.20,15.45,30.90,0.00,15.45,15.45,15.45,15.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,497,L.Miley,4.4,4.4,Newcastle,47.70,47.70,54.15,108.30,0.00,54.15,54.15,54.15,54.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,499,Isak,10.3,10.3,Liverpool,0.00,0.00,43.50,87.00,0.00,43.50,43.50,43.50,43.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,500,Osula,5.4,5.4,Newcastle,5.70,5.70,5.70,11.40,0.00,5.70,5.70,5.70,5.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,501,Neave,4.3,4.3,Newcastle,0.30,0.30,0.30,0.60,0.00,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,502,Sels,4.6,4.6,Nott'm Forest,13.50,13.50,13.50,13.50,13.50,13.50,13.50,13.50,13.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,505,Milenković,5.1,5.1,Nott'm Forest,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,506,Murillo,5.2,5.2,Nott'm Forest,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,507,Aina,4.7,4.7,Nott'm Forest,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,508,N.Williams,4.7,4.7,Nott'm Forest,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,510,Jair Cunha,4.2,4.2,Nott'm Forest,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,511,Morato,4.3,4.3,Nott'm Forest,9.60,9.60,9.60,9.60,9.60,9.60,9.60,9.60,9.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,513,Abbott,3.8,3.8,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,514,Boly,3.8,3.8,Nott'm Forest,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,515,Gibbs-White,7.3,7.3,Nott'm Forest,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,516,Hudson-Odoi,5.7,5.7,Nott'm Forest,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,517,Anderson,5.4,5.4,Nott'm Forest,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
M,519,Dominguez,5.0,5.0,Nott'm Forest,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,521,Sangaré,4.9,4.9,Nott'm Forest,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,522,Yates,4.7,4.7,Nott'm Forest,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,523,Da Silva Moreira,4.5,4.5,Nott'm Forest,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,525,Wood,7.2,7.2,Nott'm Forest,0.00,0.00,37.95,37.95,37.95,37.95,37.95,37.95,37.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,526,Igor Jesus,5.8,5.8,Nott'm Forest,73.80,73.80,48.00,48.00,48.00,48.00,48.00,48.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,527,Awoniyi,5.2,5.2,Nott'm Forest,9.45,9.45,3.75,3.75,3.75,3.75,3.75,3.75,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,529,Moore,3.9,3.9,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,531,Ballard,4.6,4.6,Sunderland,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
D,532,Hume,4.5,4.5,Sunderland,82.95,75.15,35.10,35.10,35.10,35.10,35.10,35.10,35.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,535,Cirkin,4.0,4.0,Sunderland,6.90,6.90,6.90,6.90,6.90,6.90,6.90,6.90,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,539,O'Nien,4.0,4.0,Sunderland,6.00,6.00,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,541,Reinildo,3.8,3.8,Sunderland,39.15,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,544,Diarra,5.3,5.3,Sunderland,67.50,67.50,63.75,63.75,63.75,63.75,63.75,63.75,63.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,546,Aleksić,4.9,4.9,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,547,E.Le Fée,5.0,5.0,Sunderland,79.80,79.80,79.80,79.80,79.80,79.80,79.80,79.80,79.80,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
M,548,Mundle,4.9,4.9,Sunderland,0.00,0.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,550,Poveda,4.8,4.8,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,551,Rigg,4.7,4.7,Sunderland,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,552,Sadiki,4.9,4.9,Sunderland,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,553,Talbi,4.9,4.9,Sunderland,41.10,41.10,30.90,30.90,30.90,30.90,30.90,30.90,30.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,554,Ba,4.3,4.3,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,557,H.Jones,4.3,4.3,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,560,Isidor,5.1,5.1,Sunderland,21.75,21.75,15.45,15.45,15.45,15.45,15.45,15.45,15.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,561,Mayenda,5.2,5.2,Sunderland,39.30,39.30,7.35,7.35,7.35,7.35,7.35,7.35,7.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,562,Abdullahi,4.2,4.2,Sunderland,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,565,Vicario,4.7,4.7,Spurs,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,566,Austin,3.9,3.9,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,567,Kinsky,3.9,3.9,Spurs,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,568,Pedro Porro,5.1,5.1,Spurs,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,569,Romero,5.0,5.0,Spurs,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,570,Danso,4.2,4.2,Spurs,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,571,Davies,4.3,4.3,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,572,Dragusin,4.5,4.5,Spurs,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,573,Spence,4.2,4.2,Spurs,67.50,67.50,67.50,67.50,67.50,67.50,67.50,67.50,67.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,574,Udogie,4.3,4.3,Spurs,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,575,Van de Ven,4.4,4.4,Spurs,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,580,Johnson,6.5,6.5,Crystal Palace,30.30,0.00,30.30,60.60,0.00,30.30,70.05,30.30,30.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,581,Maddison,6.8,6.8,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,582,Kudus,6.4,6.4,Spurs,0.00,0.00,83.55,83.55,83.55,83.55,83.55,83.55,83.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,583,Kulusevski,6.4,6.4,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,584,Tel,6.2,6.2,Spurs,40.20,40.20,20.85,20.85,20.85,20.85,20.85,20.85,20.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,585,Bentancur,5.2,5.2,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,586,Bergvall,5.2,5.2,Spurs,0.00,0.00,41.70,41.70,41.70,41.70,41.70,41.70,41.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,587,Bissouma,5.2,5.2,Spurs,33.00,33.00,11.70,11.70,11.70,11.70,11.70,11.70,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,588,Odobert,5.3,5.3,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,591,Gray,4.8,4.8,Spurs,32.55,32.55,36.30,36.30,36.30,36.30,36.30,36.30,36.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,593,P.M.Sarr,4.5,4.5,Spurs,61.35,61.35,43.20,43.20,43.20,43.20,43.20,43.20,43.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,595,Olusesi,4.3,4.3,Spurs,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,596,Solanke,7.2,7.2,Spurs,67.50,67.50,45.45,45.45,45.45,45.45,45.45,45.45,45.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,597,Richarlison,6.3,6.3,Spurs,52.35,52.35,43.20,43.20,43.20,43.20,43.20,43.20,43.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,600,Areola,4.3,4.3,West Ham,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,603,Diouf,4.0,4.0,West Ham,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,605,Kilman,4.1,4.1,West Ham,15.90,15.90,15.90,15.90,15.90,15.90,15.90,15.90,15.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,606,Mavropanos,4.4,4.4,West Ham,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,608,Scarles,4.3,4.3,West Ham,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,609,Todibo,4.3,4.3,West Ham,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,610,Wan-Bissaka,4.1,4.1,West Ham,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,613,Souček,5.7,5.7,West Ham,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,614,Ward-Prowse,5.6,5.6,Burnley,21.90,21.90,21.90,43.80,0.00,21.90,21.90,21.90,21.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,615,Summerville,5.7,5.7,West Ham,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
